date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-09-03,80813608,C816,0,0,25,25,0,0,0,0
2025-09-03,80813644,A868,100,0,0,0,0,100,100,0
2025-09-03,80813608,A868,100,0,0,0,0,100,100,0
2025-09-03,80813644,C816,0,0,40,40,0,0,0,0
2025-09-03,80813644,C810,726,0,0,137,0,589,589,0
2025-09-03,80813608,C810,0,0,50,50,0,0,0,0
