date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-09-02,80813608,A868,100,0,0,0,0,100,100,0
2025-09-02,80813644,C810,863,0,0,137,0,726,726,0
2025-09-02,80813644,A868,100,0,0,0,0,100,100,0
