date,material,location,quantity
2025-10-06,80784365,A668,0
2025-10-06,80784365,A680,0
2025-10-06,80784365,C563,0
2025-10-06,80784365,C816,0
2025-10-06,80784365,C937,0
2025-10-06,80784365,D191,0
2025-10-06,80784365,D767,0
2025-10-06,80784365,E295,0
2025-10-06,80784365,E467,0
2025-10-06,80784366,A668,703
2025-10-06,80784366,A680,1288
2025-10-06,80784366,C563,196
2025-10-06,80784366,C816,2394
2025-10-06,80784366,C937,0
2025-10-06,80784366,D191,882
2025-10-06,80784366,D767,416
2025-10-06,80784366,E295,320
2025-10-06,80784366,E467,110
2025-10-06,80784368,A668,5243
2025-10-06,80784368,A680,2529
2025-10-06,80784368,C563,236
2025-10-06,80784368,C816,12267
2025-10-06,80784368,C937,0
2025-10-06,80784368,D191,2
2025-10-06,80784368,D767,17
2025-10-06,80784368,E295,0
2025-10-06,80784368,E467,0
2025-10-06,80784369,A668,1847
2025-10-06,80784369,A680,298
2025-10-06,80784369,C563,0
2025-10-06,80784369,C816,1607
2025-10-06,80784369,C937,0
2025-10-06,80784369,D191,0
2025-10-06,80784369,D767,0
2025-10-06,80784369,E295,0
2025-10-06,80784369,E467,0
2025-10-06,80784370,A668,4972
2025-10-06,80784370,A680,3861
2025-10-06,80784370,C563,336
2025-10-06,80784370,C816,6073
2025-10-06,80784370,C937,0
2025-10-06,80784370,D191,0
2025-10-06,80784370,D767,41
2025-10-06,80784370,E295,0
2025-10-06,80784370,E467,0
2025-10-06,80784376,A668,1671
2025-10-06,80784376,A680,1263
2025-10-06,80784376,C563,356
2025-10-06,80784376,C816,5217
2025-10-06,80784376,C937,0
2025-10-06,80784376,D191,816
2025-10-06,80784376,D767,0
2025-10-06,80784376,E295,620
2025-10-06,80784376,E467,0
2025-10-06,80784377,A668,0
2025-10-06,80784377,A680,0
2025-10-06,80784377,C563,0
2025-10-06,80784377,C816,0
2025-10-06,80784377,C937,0
2025-10-06,80784377,D191,0
2025-10-06,80784377,D767,0
2025-10-06,80784377,E295,0
2025-10-06,80784377,E467,0
2025-10-06,80784379,A668,0
2025-10-06,80784379,A672,0
2025-10-06,80784379,A673,0
2025-10-06,80784379,A680,0
2025-10-06,80784379,A715,0
2025-10-06,80784379,A716,0
2025-10-06,80784379,C563,0
2025-10-06,80784379,C816,0
2025-10-06,80784379,C819,0
2025-10-06,80784379,C937,0
2025-10-06,80784379,D191,0
2025-10-06,80784379,D767,0
2025-10-06,80784379,E295,0
2025-10-06,80784379,E467,0
2025-10-06,80786340,A668,417
2025-10-06,80786340,A680,1548
2025-10-06,80786340,C563,58
2025-10-06,80786340,C816,1911
2025-10-06,80786340,C937,0
2025-10-06,80786340,D191,1030
2025-10-06,80786340,D767,148
2025-10-06,80786340,E295,306
2025-10-06,80786340,E467,136
2025-10-06,80799645,A668,1064
2025-10-06,80799645,A680,1895
2025-10-06,80799645,C563,74
2025-10-06,80799645,C816,6519
2025-10-06,80799645,C937,0
2025-10-06,80799645,D191,97
2025-10-06,80799645,D767,215
2025-10-06,80799645,E295,0
2025-10-06,80799645,E467,0
2025-10-06,80799646,A668,3992
2025-10-06,80799646,A680,2990
2025-10-06,80799646,C563,164
2025-10-06,80799646,C816,3547
2025-10-06,80799646,C937,0
2025-10-06,80799646,D191,35
2025-10-06,80799646,D767,283
2025-10-06,80799646,E295,0
2025-10-06,80799646,E467,0
2025-10-06,80799647,A668,3121
2025-10-06,80799647,A680,529
2025-10-06,80799647,C563,0
2025-10-06,80799647,C816,1614
2025-10-06,80799647,C937,0
2025-10-06,80799647,D191,0
2025-10-06,80799647,D767,29
2025-10-06,80799647,E295,0
2025-10-06,80799647,E467,0
2025-10-06,80799648,A668,0
2025-10-06,80799648,A680,0
2025-10-06,80799648,C563,0
2025-10-06,80799648,C816,0
2025-10-06,80799648,C937,0
2025-10-06,80799648,D191,0
2025-10-06,80799648,D767,0
2025-10-06,80799648,E295,0
2025-10-06,80799648,E467,0
2025-10-06,80804077,A668,4595
2025-10-06,80804077,A680,2510
2025-10-06,80804077,C563,3
2025-10-06,80804077,C816,7913
2025-10-06,80804077,C937,0
2025-10-06,80804077,D191,0
2025-10-06,80804077,D767,74
2025-10-06,80804077,E295,0
2025-10-06,80804077,E467,0
2025-10-06,80804078,A668,0
2025-10-06,80804078,A680,0
2025-10-06,80804078,C563,0
2025-10-06,80804078,C816,0
2025-10-06,80804078,C937,0
2025-10-06,80804078,D191,0
2025-10-06,80804078,D767,0
2025-10-06,80804078,E295,0
2025-10-06,80804078,E467,0
2025-10-06,80804079,A668,4334
2025-10-06,80804079,A680,1120
2025-10-06,80804079,C563,0
2025-10-06,80804079,C816,4109
